id,category,stratum,perspective,intensity,n_turns,n_user,n_asst_nonempty,chars,words,user_words,ends_assistant_empty,you_count,i_count,q,excl,last_line,pain_mean,pain_sd_across_models,you_rate,i_rate
neutral_31,factual_questions,neutral_filler,1P,,2,1,0,52,8,8,True,0,0,1,0,[Assistant]:,-0.572238,0.6630186861494428,0.0,0.0
neutral_32,factual_questions,neutral_filler,1P,,2,1,0,32,6,6,True,0,0,1,0,[Assistant]:,-0.600468,0.5918644150549459,0.0,0.0
neutral_33,factual_questions,neutral_filler,1P,,2,1,0,36,8,8,True,0,0,1,0,[Assistant]:,-0.6040800000000001,0.6257138366830852,0.0,0.0
neutral_34,factual_questions,neutral_filler,1P,,2,1,0,37,6,6,True,0,0,1,0,[Assistant]:,-0.331066,0.6888540076823245,0.0,0.0
neutral_35,factual_questions,neutral_filler,1P,,2,1,0,49,8,8,True,0,0,1,0,[Assistant]:,-0.8909619999999999,0.7726945208543499,0.0,0.0
neutral_36,factual_questions,neutral_filler,1P,,2,1,0,38,8,8,True,0,0,1,0,[Assistant]:,-0.6812860000000001,0.8278479673124367,0.0,0.0
neutral_37,factual_questions,neutral_filler,1P,,2,1,0,33,5,5,True,0,0,1,0,[Assistant]:,-0.7468859999999999,0.7820972736974604,0.0,0.0
neutral_38,factual_questions,neutral_filler,1P,,2,1,0,28,4,4,True,0,0,1,0,[Assistant]:,-0.425672,0.6805403545590322,0.0,0.0
neutral_39,factual_questions,neutral_filler,1P,,2,1,0,55,8,8,True,0,0,1,0,[Assistant]:,-0.34833000000000003,0.784156046199777,0.0,0.0
neutral_40,factual_questions,neutral_filler,1P,,2,1,0,17,4,4,True,0,0,1,0,[Assistant]:,-0.242378,0.6902109600634191,0.0,0.0
neutral_41,creative_requests,neutral_filler,1P,,2,1,0,39,7,7,True,0,1,0,0,[Assistant]:,-0.518472,0.7848488944376489,0.0,0.14285714285714285
neutral_42,creative_requests,neutral_filler,1P,,2,1,0,63,12,12,True,0,1,0,0,[Assistant]:,0.051557999999999986,0.8343252137056629,0.0,0.08333333333333333
neutral_43,creative_requests,neutral_filler,1P,,2,1,0,60,11,11,True,0,0,0,0,[Assistant]:,-0.14026000000000002,0.7702934055442772,0.0,0.0
neutral_44,creative_requests,neutral_filler,1P,,2,1,0,51,10,10,True,0,0,0,0,[Assistant]:,-0.135204,0.6094744094846533,0.0,0.0
neutral_45,creative_requests,neutral_filler,1P,,2,1,0,59,12,12,True,0,1,0,0,[Assistant]:,0.16215600000000002,0.841752484443418,0.0,0.08333333333333333
neutral_46,creative_requests,neutral_filler,1P,,2,1,0,59,10,10,True,0,0,0,0,[Assistant]:,-0.247204,0.8018352731026908,0.0,0.0
neutral_47,creative_requests,neutral_filler,1P,,2,1,0,58,10,10,True,0,0,0,0,[Assistant]:,0.522402,1.1169717055204815,0.0,0.0
neutral_48,creative_requests,neutral_filler,1P,,2,1,0,109,16,16,True,0,0,0,0,[Assistant]:,0.19475800000000004,0.9189341293585737,0.0,0.0
neutral_49,creative_requests,neutral_filler,1P,,2,1,0,52,10,10,True,0,0,0,0,[Assistant]:,0.003694000000000022,1.0685447561520294,0.0,0.0
neutral_50,creative_requests,neutral_filler,1P,,2,1,0,46,10,10,True,0,1,0,0,[Assistant]:,-0.279144,0.6514873724985005,0.0,0.1
neutral_51,creative_requests,neutral_filler,1P,,2,1,0,50,10,10,True,0,0,0,0,[Assistant]:,-0.17432399999999998,0.6698417646043978,0.0,0.0
neutral_52,creative_requests,neutral_filler,1P,,2,1,0,35,5,5,True,0,0,0,0,[Assistant]:,-0.359612,0.7000384321711678,0.0,0.0
neutral_53,creative_requests,neutral_filler,1P,,2,1,0,56,10,10,True,0,1,0,0,[Assistant]:,0.038273999999999996,0.6097003760591481,0.0,0.1
neutral_54,creative_requests,neutral_filler,1P,,2,1,0,61,10,10,True,0,2,0,0,[Assistant]:,0.257328,0.9504834658039385,0.0,0.2
neutral_55,creative_requests,neutral_filler,1P,,2,1,0,41,8,8,True,0,0,0,0,[Assistant]:,-0.489892,0.6312834183695414,0.0,0.0
neutral_56,creative_requests,neutral_filler,1P,,2,1,0,48,10,10,True,0,0,0,0,[Assistant]:,-0.18849800000000003,0.9324242991480148,0.0,0.0
neutral_57,creative_requests,neutral_filler,1P,,2,1,0,68,10,10,True,0,0,0,0,[Assistant]:,-0.14812199999999998,0.7122690959298085,0.0,0.0
neutral_58,creative_requests,neutral_filler,1P,,2,1,0,63,10,10,True,0,0,0,0,[Assistant]:,0.016132000000000014,0.658177525583587,0.0,0.0
neutral_59,creative_requests,neutral_filler,1P,,2,1,0,42,8,8,True,0,0,0,0,[Assistant]:,-0.237294,0.7630143454199708,0.0,0.0
neutral_60,creative_requests,neutral_filler,1P,,2,1,0,82,14,14,True,0,0,0,0,[Assistant]:,-0.010513999999999983,0.8787164235548349,0.0,0.0
neutral_61,task_assistance,neutral_filler,1P,,2,1,0,64,11,11,True,1,1,1,0,[Assistant]:,-0.371258,0.5527649697731698,0.09090909090909091,0.09090909090909091
neutral_62,task_assistance,neutral_filler,1P,,2,1,0,86,17,17,True,1,2,1,0,[Assistant]:,-0.683396,0.5077528774577912,0.058823529411764705,0.11764705882352941
neutral_63,task_assistance,neutral_filler,1P,,2,1,0,98,18,18,True,1,1,0,0,[Assistant]:,-0.580226,0.5828189016395516,0.05555555555555555,0.05555555555555555
neutral_64,task_assistance,neutral_filler,1P,,2,1,0,64,12,12,True,0,1,0,0,[Assistant]:,-0.923592,0.6559941962840322,0.0,0.08333333333333333
neutral_65,task_assistance,neutral_filler,1P,,2,1,0,85,15,15,True,0,2,0,0,[Assistant]:,-0.963086,0.8314625151302173,0.0,0.13333333333333333
neutral_66,task_assistance,neutral_filler,1P,,2,1,0,64,10,10,True,1,0,1,0,[Assistant]:,0.32900399999999996,0.9295850399192462,0.1,0.0
neutral_67,task_assistance,neutral_filler,1P,,2,1,0,87,16,16,True,1,2,1,0,[Assistant]:,-0.626516,0.5694905246358363,0.0625,0.125
neutral_68,task_assistance,neutral_filler,1P,,2,1,0,85,16,16,True,1,2,1,0,[Assistant]:,-0.18886400000000003,0.5297920160937373,0.0625,0.125
neutral_69,task_assistance,neutral_filler,1P,,2,1,0,79,15,15,True,1,1,1,0,[Assistant]:,-0.720196,0.7122421735149733,0.06666666666666667,0.06666666666666667
neutral_70,task_assistance,neutral_filler,1P,,2,1,0,94,19,19,True,0,3,0,0,[Assistant]:,0.08059999999999999,0.6097020686368055,0.0,0.15789473684210525
neutral_71,task_assistance,neutral_filler,1P,,2,1,0,106,19,19,True,1,2,1,0,[Assistant]:,-0.561782,0.567136252345942,0.05263157894736842,0.10526315789473684
neutral_72,task_assistance,neutral_filler,1P,,2,1,0,67,12,12,True,0,1,0,0,[Assistant]:,-1.089008,0.7763741223469521,0.0,0.08333333333333333
neutral_73,task_assistance,neutral_filler,1P,,2,1,0,68,12,12,True,1,1,1,0,[Assistant]:,-0.5088159999999999,0.6695602016933702,0.08333333333333333,0.08333333333333333
neutral_74,task_assistance,neutral_filler,1P,,2,1,0,88,17,17,True,0,3,0,0,[Assistant]:,-0.43958800000000003,0.47736128946881873,0.0,0.17647058823529413
neutral_75,task_assistance,neutral_filler,1P,,2,1,0,62,12,12,True,2,1,1,0,[Assistant]:,-0.606534,0.5378439987812451,0.16666666666666666,0.08333333333333333
neutral_76,task_assistance,neutral_filler,1P,,2,1,0,93,20,20,True,0,3,1,0,[Assistant]:,-0.874142,0.7047195854380663,0.0,0.15
neutral_77,task_assistance,neutral_filler,1P,,2,1,0,86,17,17,True,1,2,1,0,[Assistant]:,-0.7635179999999999,0.6198030083354441,0.058823529411764705,0.11764705882352941
neutral_78,task_assistance,neutral_filler,1P,,2,1,0,96,18,18,True,0,1,1,0,[Assistant]:,-0.361338,0.5739635042622484,0.0,0.05555555555555555
neutral_79,task_assistance,neutral_filler,1P,,2,1,0,83,18,18,True,1,2,1,0,[Assistant]:,-0.26257,0.6913054774302023,0.05555555555555555,0.1111111111111111
neutral_80,task_assistance,neutral_filler,1P,,2,1,0,85,15,15,True,0,2,1,0,[Assistant]:,-0.673218,0.6046402868097142,0.0,0.13333333333333333
neutral_81,philosophical_musing,neutral_filler,1P,,2,1,0,31,6,6,True,1,0,1,0,[Assistant]:,-0.07904,0.5723424137189788,0.16666666666666666,0.0
neutral_82,philosophical_musing,neutral_filler,1P,,2,1,0,32,5,5,True,0,0,1,0,[Assistant]:,-0.24148200000000003,0.5960105610921113,0.0,0.0
neutral_83,philosophical_musing,neutral_filler,1P,,2,1,0,71,17,17,True,0,0,1,0,[Assistant]:,-0.40276,0.5870621410889991,0.0,0.0
neutral_84,philosophical_musing,neutral_filler,1P,,2,1,0,40,8,8,True,1,0,1,0,[Assistant]:,-0.175788,0.5565678126323272,0.125,0.0
neutral_85,philosophical_musing,neutral_filler,1P,,2,1,0,24,6,6,True,0,0,1,0,[Assistant]:,0.230682,0.5348862606666954,0.0,0.0
neutral_86,philosophical_musing,neutral_filler,1P,,2,1,0,30,5,5,True,0,0,1,0,[Assistant]:,-0.117772,0.5998185830037834,0.0,0.0
neutral_87,philosophical_musing,neutral_filler,1P,,2,1,0,36,7,7,True,0,0,1,0,[Assistant]:,-0.26763200000000004,0.49929270032717277,0.0,0.0
neutral_88,philosophical_musing,neutral_filler,1P,,2,1,0,45,8,8,True,0,0,1,0,[Assistant]:,-0.03349800000000001,0.6225019035245327,0.0,0.0
neutral_89,philosophical_musing,neutral_filler,1P,,2,1,0,31,4,4,True,0,0,1,0,[Assistant]:,-0.015139999999999992,0.6341070312520856,0.0,0.0
neutral_90,philosophical_musing,neutral_filler,1P,,2,1,0,67,14,14,True,3,0,1,0,[Assistant]:,-0.036868000000000005,0.651756011972016,0.21428571428571427,0.0
neutral_91,philosophical_musing,neutral_filler,1P,,2,1,0,77,13,13,True,0,0,1,0,[Assistant]:,-0.009970000000000008,0.640497859578781,0.0,0.0
neutral_92,philosophical_musing,neutral_filler,1P,,2,1,0,45,8,8,True,0,0,1,0,[Assistant]:,0.170056,0.54548566382781,0.0,0.0
neutral_93,philosophical_musing,neutral_filler,1P,,2,1,0,66,11,11,True,0,0,1,0,[Assistant]:,-0.094806,0.6280423869917804,0.0,0.0
neutral_94,philosophical_musing,neutral_filler,1P,,2,1,0,73,11,11,True,0,0,1,0,[Assistant]:,-0.307738,0.5941665286839486,0.0,0.0
neutral_95,philosophical_musing,neutral_filler,1P,,2,1,0,47,8,8,True,0,0,1,0,[Assistant]:,0.214054,0.6173540026327412,0.0,0.0
neutral_96,philosophical_musing,neutral_filler,1P,,2,1,0,47,9,9,True,0,0,1,0,[Assistant]:,-0.260898,0.6108574427051973,0.0,0.0
neutral_97,philosophical_musing,neutral_filler,1P,,2,1,0,60,11,11,True,0,0,1,0,[Assistant]:,0.18163600000000002,0.7569811520000571,0.0,0.0
neutral_98,philosophical_musing,neutral_filler,1P,,2,1,0,42,7,7,True,0,0,1,0,[Assistant]:,0.165732,0.5858266598505625,0.0,0.0
neutral_99,philosophical_musing,neutral_filler,1P,,2,1,0,72,14,14,True,1,0,1,0,[Assistant]:,0.10985000000000002,0.6310454404531157,0.07142857142857142,0.0
neutral_100,philosophical_musing,neutral_filler,1P,,2,1,0,54,9,9,True,1,0,1,0,[Assistant]:,0.23520400000000002,0.4998691432765179,0.1111111111111111,0.0
userpain_01,user_physical_pain,vicarious_empathic,1P,mild,2,1,0,66,13,13,True,0,1,0,0,[Assistant]:,-1.553686,0.6805029393948273,0.0,0.07692307692307693
userpain_02,user_physical_pain,vicarious_empathic,1P,mild,2,1,0,56,12,12,True,0,3,0,0,[Assistant]:,-1.87637,0.8220166999520144,0.0,0.25
userpain_03,user_physical_pain,vicarious_empathic,1P,mild,2,1,0,62,12,12,True,0,2,0,0,[Assistant]:,-1.792514,0.7405717296622927,0.0,0.16666666666666666
userpain_04,user_physical_pain,vicarious_empathic,1P,mild,2,1,0,66,15,15,True,0,3,0,0,[Assistant]:,-1.27815,0.694940090343525,0.0,0.2
userpain_05,user_physical_pain,vicarious_empathic,1P,moderate,2,1,0,92,19,19,True,0,2,0,0,[Assistant]:,-1.33953,0.6955444947425482,0.0,0.10526315789473684
userpain_06,user_physical_pain,vicarious_empathic,1P,moderate,2,1,0,87,15,15,True,0,1,0,0,[Assistant]:,-1.448092,0.5879198097033869,0.0,0.06666666666666667
userpain_07,user_physical_pain,vicarious_empathic,1P,moderate,2,1,0,73,12,12,True,0,2,0,0,[Assistant]:,-1.6980860000000002,0.6480848556387763,0.0,0.16666666666666666
userpain_08,user_physical_pain,vicarious_empathic,1P,moderate,2,1,0,98,18,18,True,0,3,0,0,[Assistant]:,-1.578528,0.8422585151048737,0.0,0.16666666666666666
userpain_09,user_physical_pain,vicarious_empathic,1P,moderate,2,1,0,82,16,16,True,0,3,0,0,[Assistant]:,-1.591714,0.617159798748806,0.0,0.1875
userpain_10,user_physical_pain,vicarious_empathic,1P,moderate,2,1,0,74,15,15,True,0,3,0,0,[Assistant]:,-1.509358,0.5091871084303555,0.0,0.2
userpain_11,user_physical_pain,vicarious_empathic,1P,moderate,2,1,0,90,17,17,True,0,2,0,0,[Assistant]:,-1.632112,0.7586694420826503,0.0,0.11764705882352941
userpain_12,user_physical_pain,vicarious_empathic,1P,moderate,2,1,0,89,20,20,True,0,4,0,0,[Assistant]:,-1.3346500000000001,0.6974490595197615,0.0,0.2
userpain_13,user_physical_pain,vicarious_empathic,1P,high,2,1,0,96,18,18,True,0,2,0,0,[Assistant]:,-1.3633959999999998,0.5518255396711297,0.0,0.1111111111111111
userpain_14,user_physical_pain,vicarious_empathic,1P,high,2,1,0,79,14,14,True,0,2,0,0,[Assistant]:,-1.288046,0.6352605039666798,0.0,0.14285714285714285
userpain_15,user_physical_pain,vicarious_empathic,1P,high,2,1,0,105,22,22,True,0,2,0,0,[Assistant]:,-1.130966,0.5329197887033907,0.0,0.09090909090909091
userpain_16,user_physical_pain,vicarious_empathic,1P,high,2,1,0,121,24,24,True,0,2,0,0,[Assistant]:,-1.266152,0.5522465211298302,0.0,0.08333333333333333
userpain_17,user_physical_pain,vicarious_empathic,1P,high,2,1,0,106,22,22,True,0,3,0,0,[Assistant]:,-1.185938,0.6465330504055199,0.0,0.13636363636363635
userpain_18,user_physical_pain,vicarious_empathic,1P,escalating,4,2,1,170,37,31,True,1,5,1,0,[Assistant]:,-1.012812,1.0264166569186217,0.03225806451612903,0.16129032258064516
userpain_19,user_physical_pain,vicarious_empathic,1P,escalating,4,2,1,178,32,24,True,0,2,1,0,[Assistant]:,-1.303184,1.0276064765106665,0.0,0.08333333333333333
userpain_20,user_physical_pain,vicarious_empathic,1P,escalating,4,2,1,174,34,27,True,0,4,0,0,[Assistant]:,-1.3757659999999998,1.0944748778638091,0.0,0.14814814814814814
